Name,Brand,SKU,Barcode,Category,CurrentStock,Unit,CostPrice,SellingPrice,ExpiryDate,Aisle,TempZone
Valley Fresh Pista Almond Crab Meat Fresh 2kg,Himalayan Springs,MEAT-000160,890100655949,Meat & Seafood,113,pcs,464.13,793.44,2026-08-30,Aisle 04,chilled
Sweet Apple Cider Vinegar Drink 500g,Fortune Agro,BEVE-000161,890100655950,Beverages,226,can,281.63,453.90,2027-08-07,Aisle 05,ambient
Heritage Mozzarella Shredded Value Pack,FarmGold Milling,DAIR-000162,890100655951,Dairy & Eggs,19,box,366.84,540.68,2026-09-03,Aisle 03,chilled
Cured Seedless Grapes 100g,Himalayan Milling,FRES-000163,890100655952,Fresh Produce,64,pcs,97.87,146.32,2026-09-16,Aisle 01,chilled
Plant-Based Pista Almond Kabuli Chana Large 500ml,Kaveri Provisions,PANT-000164,890100655953,Pantry & Dry Goods,7,packet,202.31,315.31,2028-04-11,Aisle 06,ambient
Artisan Multigrain Tortillas 24-Pack,Desi Organics Provisions,BAKE-000165,890100655954,Bakery & Deli,243,pack,179.11,237.89,2026-09-09,Aisle 03,chilled
Roasted Tulsi Honey Smoked Chicken Slices 5L,Organic Tattva Organics,BAKE-000166,890100655955,Bakery & Deli,228,pack,162.29,211.32,2026-09-08,Aisle 03,ambient
Grass-Fed Sourdough Loaf 150ml,Fortune Plantations,BAKE-000167,890100655956,Bakery & Deli,60,pack,242.02,319.87,2026-08-29,Aisle 03,ambient
Pure Kabuli Chana Large 24-Pack,Nature Harvest Naturals,PANT-000168,890100655957,Pantry & Dry Goods,236,bag,600.76,936.19,2027-09-27,Aisle 08,ambient
Premium Diet Mixture Namkeen 5kg,FarmGold Springs,SNAC-000169,890100655958,Snacks & Confectionery,85,bar,316.02,422.67,2027-06-14,Aisle 10,ambient
Sun-Dried Vanilla Bean Multigrain Tortillas 100g,Patanjali Dairy,BAKE-000170,890100655959,Bakery & Deli,210,pack,83.22,142.59,2026-08-28,Aisle 03,ambient
Handcrafted Smoked Paprika Soan Papdi Box 1kg,Pashmina Co.,SNAC-000171,890100655960,Snacks & Confectionery,38,box,534.42,984.00,2026-11-11,Aisle 09,ambient
Select Garlic Naan Frozen 4pk 10-Pack,Nilgiri Agro,FROZ-000172,890100655961,Frozen Foods,248,box,89.11,159.77,2026-12-17,Aisle 09,frozen
Crisp Truffle Infused Fresh Mint (Pudina) 200ml,Ganga Harvest,FRES-000173,890100655962,Fresh Produce,58,pcs,114.74,176.36,2026-09-02,Aisle 01,ambient
Grass-Fed Frozen Paneer Cubes 750g,Saffola Agro,FROZ-000174,890100655963,Frozen Foods,14,bag,219.76,305.97,2026-08-30,Aisle 09,frozen
Aged Squid Rings Cleaned 12-Pack,FarmGold Provisions,MEAT-000175,890100655964,Meat & Seafood,8,kg,619.06,1023.86,2026-09-03,Aisle 04,chilled
Artisan Cold Brew Coffee 1L,Desi Organics Dairy,BEVE-000176,890100655965,Beverages,232,bottle,426.84,547.29,2027-07-02,Aisle 06,chilled
Select Mustard Oil Kachi Ghani 150g,SunBrite Botanicals,PANT-000177,890100655966,Pantry & Dry Goods,175,bottle,517.53,703.73,2027-01-22,Aisle 07,ambient
Grass-Fed Green Peas Fresh 300g,Satvik Goods,FRES-000178,890100655967,Fresh Produce,121,pack,40.55,66.36,2026-09-10,Aisle 01,chilled
Aged Tulsi Honey Bhujia Sev 750ml,Mother Dairy Mills,SNAC-000179,890100655968,Snacks & Confectionery,57,bag,442.84,645.83,2026-11-21,Aisle 09,ambient
Free-Range Rawa Sooji 10kg,Bhoomi Agro,PANT-000180,890100655969,Pantry & Dry Goods,237,jar,610.94,1006.63,2027-11-05,Aisle 07,ambient
Select Truffle Infused Banana Chips Kerala Style 350g,Pashmina Co.,SNAC-000181,890100655970,Snacks & Confectionery,93,pack,407.77,669.32,2027-05-24,Aisle 10,ambient
Plant-Based Avocados 750g,Amul Milling,FRES-000182,890100655971,Fresh Produce,226,pcs,28.10,44.67,2026-09-10,Aisle 02,ambient
Grass-Fed Desi Cow Ghee 50g,Tata Mills,DAIR-000183,890100655972,Dairy & Eggs,125,box,96.77,127.52,2026-09-13,Aisle 03,chilled
Extra-Virgin Rose Infused Pita Bread 6-Pack,Catch Co.,BAKE-000184,890100655973,Bakery & Deli,41,pcs,318.43,546.66,2026-09-09,Aisle 04,ambient
Select Smoked Paprika Moong Dal Namkeen 250ml,Saffola Goods,SNAC-000185,890100655974,Snacks & Confectionery,110,bar,56.32,81.34,2027-04-12,Aisle 09,ambient
Country Style Garlic & Herb Poha Thick Flakes 50g,Dabur Harvest,PANT-000186,890100655975,Pantry & Dry Goods,84,packet,186.23,246.73,2027-03-08,Aisle 07,ambient
Gourmet Mint Lime Almond Milk 24-Pack,FarmGold Agro,DAIR-000187,890100655976,Dairy & Eggs,185,pack,184.87,275.30,2026-09-10,Aisle 02,chilled
Rustic Bath Tissue 6-Pack 12-Pack,Desi Organics Botanicals,HOUS-000188,890100655977,Household & Personal Care,46,pack,333.77,464.90,2029-04-17,Aisle 11,ambient
Premium Smoked Paprika Lavash Crackers 250ml,SunBrite Plantations,BAKE-000189,890100655978,Bakery & Deli,59,pcs,125.51,170.45,2026-08-15,Aisle 03,chilled
Country Style Rawa Sooji 12-Pack,Organic Tattva Plantations,PANT-000190,890100655979,Pantry & Dry Goods,32,bottle,701.67,979.99,2027-08-01,Aisle 06,ambient
Spiced Bagel Plain 4pk 250ml,Tata Mills,BAKE-000191,890100655980,Bakery & Deli,4,pcs,277.68,461.36,2026-09-03,Aisle 03,ambient
Organic Cinnamon Spice Kaju Katli Sweet Box 1kg,Himalayan Naturals,SNAC-000192,890100655981,Snacks & Confectionery,242,bar,416.53,676.12,2027-04-29,Aisle 10,ambient
Homestyle Vanilla Bean Organic Sharbati Atta 10-Pack,Nature Harvest Botanicals,PANT-000193,890100655982,Pantry & Dry Goods,167,bottle,505.03,852.87,2027-01-21,Aisle 06,ambient
Crisp Kesar Pista Veg Burger Patties 1.5L,Amul Goods,FROZ-000194,890100655983,Frozen Foods,108,bag,105.27,194.23,2026-11-29,Aisle 08,frozen
Crisp Kashmiri Saffron Toor Dal Premium 10-Pack,Nature Harvest Co.,PANT-000195,890100655984,Pantry & Dry Goods,245,box,45.26,66.90,2028-04-02,Aisle 07,ambient
Wildcrafted Red Chilli & Garlic Sweet Corn Kernels 500ml,Organic Tattva Co.,FROZ-000196,890100655985,Frozen Foods,106,bag,81.91,102.97,2026-08-30,Aisle 09,frozen
Rustic Oranges Nagpur 6-Pack,Tata Co.,FRES-000197,890100655986,Fresh Produce,224,pcs,122.74,217.09,2026-08-27,Aisle 01,chilled
Free-Range Bath Tissue 6-Pack 300g,Deccan Harvest,HOUS-000198,890100655987,Household & Personal Care,182,tube,481.70,608.41,2027-03-16,Aisle 12,ambient
Unpolished Nagpur Orange Banana Chips Kerala Style 200g,Organic Tattva Kitchens,SNAC-000199,890100655988,Snacks & Confectionery,212,bag,493.10,654.04,2027-03-27,Aisle 10,ambient
Stone-Ground Caramelized Onion Gulab Jamun Tin 2-Pack,Urban Roots Kitchens,SNAC-000200,890100655989,Snacks & Confectionery,22,packet,447.94,823.09,2026-12-23,Aisle 10,ambient
Country Style Organic Brown Sugar 350g,Desi Organics Milling,PANT-000201,890100655990,Pantry & Dry Goods,101,packet,233.36,341.89,2028-04-07,Aisle 06,ambient
Plant-Based Tandoori Smoked Cow Milk Family Pack,FarmGold Agro,DAIR-000202,890100655991,Dairy & Eggs,61,pack,247.21,453.52,2026-09-16,Aisle 02,chilled
Spiced Surface Floor Cleaner Rose 24-Pack,Pashmina Plantations,HOUS-000203,890100655992,Household & Personal Care,234,box,230.61,398.82,2029-03-25,Aisle 11,ambient
Grass-Fed Toasted Sesame Sweet Potatoes 500g,FarmGold Agro,FRES-000204,890100655993,Fresh Produce,26,bag,159.68,270.13,2026-08-28,Aisle 02,ambient
Raw Kachi Ghani Mustard Guavas 350g,Desi Organics Plantations,FRES-000205,890100655994,Fresh Produce,47,pcs,118.65,164.95,2026-09-14,Aisle 01,chilled
Cured Vanilla Bean Sparkling Mineral Water 1L,Heritage Springs,BEVE-000206,890100655995,Beverages,72,can,324.84,491.67,2026-08-28,Aisle 06,chilled
Handcrafted Sweet Potatoes 50g,Bhoomi Springs,FRES-000207,890100655996,Fresh Produce,128,pcs,158.45,226.50,2026-09-09,Aisle 01,chilled
Whole-Grain Coconut Cream Floor Disinfectant Pine 1kg,Tata Dairy,HOUS-000208,890100655997,Household & Personal Care,122,bottle,499.28,775.41,2028-01-05,Aisle 11,ambient
Homestyle Rose Infused Alphonso Kulfi Tub Snack Pack,Royal Indian Farms,FROZ-000209,890100655998,Frozen Foods,61,box,76.09,137.61,2026-12-07,Aisle 08,frozen
Natural Toasted Sesame Frozen Green Peas 750ml,Fortune Harvest,FROZ-000210,890100655999,Frozen Foods,228,pack,326.14,504.58,2026-12-16,Aisle 08,frozen
Grass-Fed Gourmet Cookies Choco-Chip 5kg,Mother Dairy Foods,SNAC-000211,890100656000,Snacks & Confectionery,78,bag,179.50,260.47,2026-12-18,Aisle 10,ambient
Farm-Fresh Chicken Keema 2kg,Dabur Organics,MEAT-000212,890100656001,Meat & Seafood,76,pack,204.38,285.89,2026-09-02,Aisle 05,chilled
Smoked Tulsi Honey Masala CTC Tea 250ml,Everest Naturals,BEVE-000213,890100656002,Beverages,246,bag,96.06,147.91,2027-07-29,Aisle 06,chilled
Gourmet Smoked Paprika Fresh Mint (Pudina) 750ml,Saffola Provisions,FRES-000214,890100656003,Fresh Produce,129,pcs,42.24,67.46,2026-09-02,Aisle 02,chilled
Organic Electrolyte Energy Drink 4-Pack,Royal Indian Goods,BEVE-000215,890100656004,Beverages,18,box,216.93,380.68,2027-06-15,Aisle 05,chilled
Low-Sodium Amla Juice Pure 250g,Nilgiri Goods,BEVE-000216,890100656005,Beverages,56,can,116.42,201.76,2027-08-20,Aisle 05,chilled
Low-Sodium Carrots Family Pack,FarmGold Milling,FRES-000217,890100656006,Fresh Produce,130,bunch,147.45,214.70,2026-08-26,Aisle 01,ambient
Gluten-Free Alphonso Mango Coriander Leaves 10kg,Patanjali Harvest,FRES-000218,890100656007,Fresh Produce,23,bag,105.05,190.14,2026-09-03,Aisle 02,ambient
Smoked Jalapeno Lime Alphonso Kulfi Tub 2kg,Deccan Plantations,FROZ-000219,890100656008,Frozen Foods,163,bag,387.09,528.76,2026-11-28,Aisle 09,frozen
Cold-Pressed Dark Chocolate Smoked Chicken Slices 50g,Deccan Farms,BAKE-000220,890100656009,Bakery & Deli,206,pack,244.58,448.50,2026-09-09,Aisle 04,chilled
Cold-Pressed Ajwain & Jeera Soan Papdi Box Family Pack,Catch Plantations,SNAC-000221,890100656010,Snacks & Confectionery,75,tub,393.59,669.79,2026-12-25,Aisle 09,ambient
Smoked Nimbu Paani Soda 5L,Satvik Goods,BEVE-000222,890100656011,Beverages,8,box,440.44,623.99,2027-06-13,Aisle 06,ambient
Country Style Lemon Pepper Roasted Makhana Foxnuts 300g,Nilgiri Goods,SNAC-000223,890100656012,Snacks & Confectionery,88,pack,197.32,296.83,2027-04-23,Aisle 09,ambient
Sweet Masala CTC Tea 50g,FarmGold Harvest,BEVE-000224,890100656013,Beverages,211,carton,157.88,285.14,2026-12-17,Aisle 05,chilled
Homestyle Vanilla Bean Electrolyte Energy Drink 2L,Urban Roots Milling,BEVE-000225,890100656014,Beverages,246,can,363.65,474.73,2027-04-29,Aisle 05,chilled
Raw Garlic & Herb Kitchen Paper Towels 4-Roll 100g,Vedic Fresh Plantations,HOUS-000226,890100656015,Household & Personal Care,69,box,316.96,452.68,2028-03-30,Aisle 12,ambient
Homestyle Floor Disinfectant Pine 150g,SunBrite Foods,HOUS-000227,890100656016,Household & Personal Care,160,tube,251.07,327.55,2029-03-08,Aisle 12,ambient
Cured Mishri Mawa 250ml,Deccan Provisions,DAIR-000228,890100656017,Dairy & Eggs,117,carton,249.28,455.30,2026-09-17,Aisle 03,chilled
Unpolished Bell Peppers 2kg,Organic Tattva Mills,FRES-000229,890100656018,Fresh Produce,107,pcs,110.01,201.57,2026-09-16,Aisle 02,chilled
Plant-Based Caramelized Onion Chicken Sausages 2-Pack,Deccan Harvest,MEAT-000230,890100656019,Meat & Seafood,187,kg,306.09,491.61,2026-08-29,Aisle 04,chilled
Farm-Fresh Sweet Tamarind Smoked Chicken Slices 2kg,Fortune Milling,BAKE-000231,890100656020,Bakery & Deli,18,pack,146.90,227.99,2026-08-28,Aisle 03,ambient
Crisp Fruit Cake Slice 200g,Catch Naturals,BAKE-000232,890100656021,Bakery & Deli,83,pcs,200.68,301.90,2026-09-07,Aisle 03,ambient
Whole-Grain Kachi Ghani Mustard Garlic Focaccia 300g,Desi Organics Goods,BAKE-000233,890100656022,Bakery & Deli,16,pcs,172.35,313.91,2026-09-05,Aisle 03,ambient
Valley Fresh Soan Papdi Box 750ml,Bhoomi Milling,SNAC-000234,890100656023,Snacks & Confectionery,231,pack,452.28,635.90,2027-02-01,Aisle 09,ambient
Farm-Fresh Vanilla Bean Strawberries 8-Pack,Pure Vedic Farms,FRES-000235,890100656024,Fresh Produce,123,kg,128.96,187.10,2026-09-11,Aisle 02,ambient
Rustic Kashmiri Saffron Raw Wildflower Honey 5L,Dabur Milling,PANT-000236,890100656025,Pantry & Dry Goods,217,can,503.89,809.32,2028-03-30,Aisle 08,ambient
Royal Pineapples 12-Pack,Saffola Agro,FRES-000237,890100656026,Fresh Produce,161,bag,134.20,178.43,2026-08-29,Aisle 01,ambient
Roasted Matcha Green Tea Bananas 10-Pack,Himalayan Co.,FRES-000238,890100656027,Fresh Produce,119,pack,134.37,175.00,2026-08-30,Aisle 01,chilled
Sun-Dried Herbal Hand Wash Neem 12-Pack,Dabur Springs,HOUS-000239,890100656028,Household & Personal Care,19,bottle,524.56,671.08,2028-03-05,Aisle 11,ambient
Heritage Bottle Gourd (Lauki) 250g,SunBrite Dairy,FRES-000240,890100656029,Fresh Produce,26,bag,158.60,207.58,2026-09-17,Aisle 01,chilled
Authentic Ayurvedic Bath Soap 500ml,Saffola Provisions,HOUS-000241,890100656030,Household & Personal Care,204,pack,156.19,265.12,2028-06-30,Aisle 12,ambient
Crisp Lemon Pepper Bananas 5L,Vedic Fresh Botanicals,FRES-000242,890100656031,Fresh Produce,125,pack,123.15,168.98,2026-09-01,Aisle 01,ambient
Sun-Dried Garlic & Herb Ginger Root 1.5L,Amul Foods,FRES-000243,890100656032,Fresh Produce,177,pack,109.39,185.50,2026-09-09,Aisle 02,chilled
Plant-Based Smoked Paprika Brownie Bites 500g,Kaveri Plantations,BAKE-000244,890100656033,Bakery & Deli,13,pack,158.44,279.85,2026-09-10,Aisle 04,ambient
Handcrafted Coconut Cream Iced Lemon Tea 10kg,Saffola Kitchens,BEVE-000245,890100656034,Beverages,146,carton,382.22,608.65,2026-08-17,Aisle 05,ambient
Homestyle Ajwain & Jeera Stainless Steel Scrubber 3pk Snack Pack,Everest Goods,HOUS-000246,890100656035,Household & Personal Care,173,pack,449.43,611.31,2027-10-30,Aisle 11,ambient
Cold-Pressed Liquid Laundry Detergent 2-Pack,SunBrite Milling,HOUS-000247,890100656036,Household & Personal Care,72,box,347.43,531.71,2028-09-18,Aisle 12,ambient
Sun-Dried Chatpata Masala Dry Fruits Trail Mix 1kg,Pashmina Plantations,SNAC-000248,890100656037,Snacks & Confectionery,180,tub,225.08,405.85,2026-10-20,Aisle 09,ambient
Sun-Dried Urad Dal Whole 10-Pack,Vedic Fresh Botanicals,PANT-000249,890100656038,Pantry & Dry Goods,41,bag,295.78,480.45,2027-11-16,Aisle 06,ambient
Authentic Sea Salt Iced Lemon Tea 300g,SunBrite Kitchens,BEVE-000250,890100656039,Beverages,107,pack,309.60,555.75,2027-06-12,Aisle 05,ambient
Organic Tulsi Honey Espresso Roast Ground Coffee 250ml,Vedic Fresh Mills,BEVE-000251,890100656040,Beverages,234,pack,325.83,510.23,2027-05-24,Aisle 06,ambient
Unpolished Clove & Mint Toothpaste 10-Pack,Urban Roots Mills,HOUS-000252,890100656041,Household & Personal Care,133,box,558.82,853.49,2026-08-23,Aisle 11,ambient
Free-Range Liquid Laundry Detergent 500ml,Tata Organics,HOUS-000253,890100656042,Household & Personal Care,25,pack,542.53,692.11,2029-01-05,Aisle 11,ambient
Aged Toasted Sesame Tonic Water Premium 24-Pack,Heritage Harvest,BEVE-000254,890100656043,Beverages,91,carton,359.66,465.62,2027-06-22,Aisle 06,chilled
Royal Alphonso Mango Tender Coconut Water 5L,Green Earth Milling,BEVE-000255,890100656044,Beverages,94,bag,245.26,319.16,2027-03-25,Aisle 05,chilled
Gourmet Biodegradable Garbage Bags 12-Pack,Tata Provisions,HOUS-000256,890100656045,Household & Personal Care,217,box,136.09,206.68,2028-10-07,Aisle 11,ambient
Gourmet Fresh Mosambi Juice 2kg,FarmGold Provisions,BEVE-000257,890100656046,Beverages,69,can,61.01,95.40,2026-11-28,Aisle 05,chilled
Stone-Ground Sweet Tamarind Filter Coffee Beans 200g,Himalayan Organics,BEVE-000258,890100656047,Beverages,75,box,75.56,98.48,2026-08-28,Aisle 06,chilled
Spiced French Fries Crispy 4-Pack,Tata Naturals,FROZ-000259,890100656048,Frozen Foods,68,box,89.43,161.81,2026-12-26,Aisle 08,frozen
Extra-Virgin Red Chilli & Garlic Apples Snack Pack,Organic Tattva Naturals,FRES-000260,890100656049,Fresh Produce,242,pcs,28.68,39.52,2026-09-06,Aisle 02,chilled
Whole-Grain Apple Cider Vinegar Drink 2L,Nilgiri Milling,BEVE-000261,890100656050,Beverages,75,bottle,339.85,429.52,2026-10-11,Aisle 05,ambient
Wildcrafted Fruit Muffins 2L,Vedic Fresh Springs,BAKE-000262,890100656051,Bakery & Deli,127,box,266.73,335.04,2026-09-02,Aisle 04,chilled
Wildcrafted Organic Green Tea 750g,Kaveri Botanicals,BEVE-000263,890100656052,Beverages,182,bag,185.50,279.40,2027-02-04,Aisle 05,ambient
Signature Lemon Pepper Organic Brown Sugar 250ml,Pure Vedic Dairy,PANT-000264,890100656053,Pantry & Dry Goods,103,jar,359.05,656.89,2027-03-18,Aisle 06,ambient
Free-Range Tulsi Honey Blueberries 24-Pack,Pure Vedic Mills,FRES-000265,890100656054,Fresh Produce,28,kg,137.43,213.85,2026-09-10,Aisle 02,chilled
Whole-Grain Crab Meat Fresh 200g,FarmGold Co.,MEAT-000266,890100656055,Meat & Seafood,86,pack,671.36,871.87,2026-08-30,Aisle 04,chilled
Rustic Frozen Veg Momos 12-Pack,Dabur Mills,FROZ-000267,890100656056,Frozen Foods,34,box,239.70,308.16,2027-02-24,Aisle 09,frozen
Cured California Almonds 12-Pack,Saffola Goods,SNAC-000268,890100656057,Snacks & Confectionery,185,packet,82.06,126.17,2026-10-11,Aisle 09,ambient
Raw Garlic Bulbs 24-Pack,FarmGold Botanicals,FRES-000269,890100656058,Fresh Produce,139,pcs,152.41,239.68,2026-08-30,Aisle 02,ambient
Select Smoked Paprika Garlic Naan Frozen 4pk 750g,Satvik Agro,FROZ-000270,890100656059,Frozen Foods,131,bag,323.31,558.53,2027-07-10,Aisle 08,frozen
Gluten-Free Kachi Ghani Mustard Paneer Tikka Deli 400g,Deccan Naturals,BAKE-000271,890100656060,Bakery & Deli,115,box,113.63,152.34,2026-09-06,Aisle 04,chilled
Desi Pista Almond Clove & Mint Toothpaste 1kg,Heritage Agro,HOUS-000272,890100656061,Household & Personal Care,237,pack,143.59,198.59,2027-08-28,Aisle 12,ambient
Artisan Ginger Root 250g,Bhoomi Harvest,FRES-000273,890100656062,Fresh Produce,40,pack,81.16,113.64,2026-09-15,Aisle 02,ambient
Unpolished Fresh Chicken Curry Cut 10-Pack,Organic Tattva Dairy,MEAT-000274,890100656063,Meat & Seafood,171,pcs,659.32,928.82,2026-08-30,Aisle 04,chilled
Traditional Diet Mixture Namkeen 5L,Heritage Farms,SNAC-000275,890100656064,Snacks & Confectionery,187,bar,297.39,501.46,2026-12-06,Aisle 10,ambient
Country Style Lavash Crackers 300g,Catch Goods,BAKE-000276,890100656065,Bakery & Deli,64,pcs,262.30,445.31,2026-09-08,Aisle 03,chilled
Aged Amla Juice Pure 4-Pack,Dabur Farms,BEVE-000277,890100656066,Beverages,124,bag,364.43,614.15,2026-08-28,Aisle 06,ambient
Roasted Chaash / Buttermilk 150ml,Himalayan Plantations,DAIR-000278,890100656067,Dairy & Eggs,17,tub,222.26,369.35,2026-09-06,Aisle 02,chilled
Smoked Chicken Drumsticks 5kg,Pashmina Agro,MEAT-000279,890100656068,Meat & Seafood,150,kg,774.08,1417.95,2026-08-28,Aisle 05,chilled
Artisan Smoked Paprika Bath Tissue 6-Pack 750ml,Kaveri Mills,HOUS-000280,890100656069,Household & Personal Care,54,bottle,236.76,427.19,2027-04-22,Aisle 12,ambient
Cured Ajwain & Jeera Filter Coffee Beans 6-Pack,Nature Harvest Plantations,BEVE-000281,890100656070,Beverages,75,bottle,359.80,626.88,2027-07-22,Aisle 05,ambient
Spiced Chicken Sausages 300g,Bhoomi Plantations,MEAT-000282,890100656071,Meat & Seafood,83,pcs,209.31,299.70,2026-08-30,Aisle 04,chilled
Plant-Based Kachi Ghani Mustard Roasted Salted Cashews 4-Pack,Heritage Mills,SNAC-000283,890100656072,Snacks & Confectionery,193,bar,412.35,612.83,2027-04-21,Aisle 09,ambient
Whole-Grain Paneer Tikka Deli 750g,Nilgiri Farms,BAKE-000284,890100656073,Bakery & Deli,43,pack,274.80,409.50,2026-09-09,Aisle 04,chilled
Pure Bamboo Toothbrush 2pk 6-Pack,Organic Tattva Mills,HOUS-000285,890100656074,Household & Personal Care,199,packet,208.55,346.94,2027-12-09,Aisle 11,ambient
Handcrafted Garlic & Herb French Fries Crispy 6-Pack,Patanjali Kitchens,FROZ-000286,890100656075,Frozen Foods,62,pack,415.32,715.22,2026-12-06,Aisle 09,frozen
Spiced Jeera Masala Soda 4-Pack,FarmGold Plantations,BEVE-000287,890100656076,Beverages,124,carton,36.36,60.80,2026-10-13,Aisle 06,chilled
Raw Smoked Paprika Garlic Focaccia 750ml,Royal Indian Naturals,BAKE-000288,890100656077,Bakery & Deli,15,pack,56.91,95.26,2026-08-28,Aisle 04,ambient
Aged Vanilla Bean Gulab Jamun Tin 5L,Deccan Botanicals,SNAC-000289,890100656078,Snacks & Confectionery,29,packet,110.16,163.14,2027-03-22,Aisle 10,ambient
Valley Fresh Kachi Ghani Mustard Green Chillies 5kg,Vedic Fresh Co.,FRES-000290,890100656079,Fresh Produce,58,pcs,21.91,38.85,2026-09-03,Aisle 01,chilled
Gluten-Free Cardamom Spiced Masala CTC Tea 1L,Tata Kitchens,BEVE-000291,890100656080,Beverages,226,can,174.77,250.03,2026-10-13,Aisle 05,chilled
Gluten-Free Malai Kulfi Bar 500g,Ganga Agro,FROZ-000292,890100656081,Frozen Foods,184,tub,106.28,177.16,2027-04-10,Aisle 09,frozen
Pure Oranges Nagpur 2L,FarmGold Dairy,FRES-000293,890100656082,Fresh Produce,81,bunch,129.52,239.48,2026-09-16,Aisle 01,ambient
Royal Ajwain & Jeera Portobello Mushrooms 1kg,Ganga Goods,FRES-000294,890100656083,Fresh Produce,140,pack,41.72,65.63,2026-09-06,Aisle 01,ambient
Pure Tandoori Smoked Feta Cheese 1kg,Ganga Springs,DAIR-000295,890100656084,Dairy & Eggs,127,bottle,499.09,775.93,2026-08-27,Aisle 03,chilled
Unpolished Kokum Sharbat 1.5L,Tata Botanicals,BEVE-000296,890100656085,Beverages,34,pack,433.34,717.78,2027-03-15,Aisle 05,ambient
Homestyle Cardamom Spiced Garlic Focaccia 2-Pack,Green Earth Dairy,BAKE-000297,890100656086,Bakery & Deli,134,pcs,79.64,134.75,2026-09-04,Aisle 04,ambient
Gourmet Mint Lime Cream Cheese 6-Pack,Dabur Plantations,DAIR-000298,890100656087,Dairy & Eggs,160,pack,171.19,298.60,2026-09-26,Aisle 02,chilled
Stone-Ground Red Chilli & Garlic Extra Virgin Olive Oil 24-Pack,Pashmina Botanicals,PANT-000299,890100656088,Pantry & Dry Goods,106,packet,279.54,486.16,2027-07-26,Aisle 08,ambient
Sun-Dried Makhana Crunch Chicken Sausages 10kg,Mother Dairy Dairy,MEAT-000300,890100656089,Meat & Seafood,94,pack,207.73,335.80,2026-08-30,Aisle 04,chilled
Wildcrafted Mixed Berries Frozen Value Pack,Nilgiri Springs,FROZ-000301,890100656090,Frozen Foods,175,tub,91.32,152.31,2027-06-07,Aisle 09,frozen
Free-Range Coconut Cream Roasted Salted Cashews 2-Pack,Royal Indian Dairy,SNAC-000302,890100656091,Snacks & Confectionery,165,bag,314.14,503.02,2027-02-22,Aisle 10,ambient
Heritage Pista Almond Multigrain Tortillas 10-Pack,Everest Kitchens,BAKE-000303,890100656092,Bakery & Deli,105,pack,55.87,74.17,2026-09-07,Aisle 04,ambient
Handcrafted Masala Chai 70% Dark Chocolate Bar 150ml,Patanjali Kitchens,SNAC-000304,890100656093,Snacks & Confectionery,231,box,30.15,50.61,2026-12-12,Aisle 09,ambient
Country Style Hash Browns 6pk 4-Pack,Desi Organics Organics,FROZ-000305,890100656094,Frozen Foods,27,bag,82.82,118.98,2027-06-30,Aisle 09,frozen
Aged Whole Wheat Atta Bread 750g,Ganga Harvest,BAKE-000306,890100656095,Bakery & Deli,188,pack,222.86,368.98,2026-09-02,Aisle 04,ambient
Golden Jeera Masala Soda 300g,Nilgiri Naturals,BEVE-000307,890100656096,Beverages,134,carton,293.27,532.86,2027-07-15,Aisle 05,ambient
Gourmet Diet Mixture Namkeen Snack Pack,Royal Indian Farms,SNAC-000308,890100656097,Snacks & Confectionery,5,box,437.61,789.54,2027-02-23,Aisle 10,ambient
Spiced Fruit Cake Slice Value Pack,Mother Dairy Agro,BAKE-000309,890100656098,Bakery & Deli,161,box,183.63,304.02,2026-09-05,Aisle 03,chilled
Artisan Pista Almond Goat Mince Premium 350g,Ganga Kitchens,MEAT-000310,890100656099,Meat & Seafood,17,kg,842.37,1393.70,2026-09-03,Aisle 05,chilled
Traditional Chatpata Masala Poha Thick Flakes 2-Pack,Kaveri Naturals,PANT-000311,890100656100,Pantry & Dry Goods,118,bottle,520.71,959.48,2026-08-18,Aisle 06,ambient
Free-Range Sweet Tamarind Penne Rigate Pasta Family Pack,Mother Dairy Mills,PANT-000312,890100656101,Pantry & Dry Goods,149,bottle,519.63,937.58,2026-12-24,Aisle 08,ambient
Farm-Fresh Chicken Salami 330ml,FarmGold Provisions,BAKE-000313,890100656102,Bakery & Deli,5,pcs,75.41,129.55,2026-09-09,Aisle 04,chilled
Heritage Nagpur Orange Chicken Sausages 750g,Bhoomi Harvest,MEAT-000314,890100656103,Meat & Seafood,103,pcs,734.80,1064.15,2026-09-03,Aisle 04,chilled
Valley Fresh Caramelized Onion Goat Mince Premium 750ml,Patanjali Goods,MEAT-000315,890100656104,Meat & Seafood,199,pack,735.69,1043.20,2026-09-03,Aisle 04,chilled
Cold-Pressed Tulsi Honey Bhujia Sev 4-Pack,Pashmina Co.,SNAC-000316,890100656105,Snacks & Confectionery,97,tub,130.87,213.99,2026-11-04,Aisle 10,ambient
Country Style Truffle Infused Strawberries 500g,Heritage Foods,FRES-000317,890100656106,Fresh Produce,210,kg,91.51,126.33,2026-09-02,Aisle 01,chilled
Cured Tulsi Honey Hash Browns 6pk 150ml,Green Earth Mills,FROZ-000318,890100656107,Frozen Foods,39,bag,118.61,186.01,2026-12-19,Aisle 08,frozen
Sun-Dried Tender Coconut Water 500g,Desi Organics Springs,BEVE-000319,890100656108,Beverages,43,carton,92.16,129.95,2027-03-21,Aisle 06,ambient
