Name,Brand,SKU,Barcode,Category,CurrentStock,Unit,CostPrice,SellingPrice,ExpiryDate,Aisle,TempZone
Country Style Kulcha 4-Pack 2L,Fortune Organics,BAKE-000441,890100786493,Bakery & Deli,196,pcs,80.91,110.31,2026-09-01,Aisle 03,ambient
Desi Mint Lime Cucumbers 10-Pack,Himalayan Co.,FRES-000442,890100786494,Fresh Produce,178,kg,44.00,60.91,2026-09-10,Aisle 01,chilled
Valley Fresh Chicken Drumsticks 24-Pack,Patanjali Botanicals,MEAT-000443,890100786495,Meat & Seafood,59,pack,845.35,1450.43,2026-08-30,Aisle 05,chilled
Handcrafted Penne Rigate Pasta 12-Pack,Kaveri Kitchens,PANT-000444,890100786496,Pantry & Dry Goods,226,can,718.23,1195.38,2028-04-30,Aisle 08,ambient
Country Style Ajwain & Jeera Brioche Burger Buns 250g,Heritage Botanicals,BAKE-000445,890100786497,Bakery & Deli,64,box,212.32,384.87,2026-09-01,Aisle 04,ambient
Crisp Mishri Mawa 2kg,Vedic Fresh Goods,DAIR-000446,890100786498,Dairy & Eggs,107,carton,483.62,731.29,2026-09-11,Aisle 03,chilled
Stone-Ground Tandoori Smoked Kaju Katli Sweet Box 200ml,Heritage Harvest,SNAC-000447,890100786499,Snacks & Confectionery,55,bag,328.63,561.80,2027-05-14,Aisle 10,ambient
Whole-Grain Ajwain & Jeera Malai Kulfi Bar Value Pack,Mother Dairy Naturals,FROZ-000448,890100786500,Frozen Foods,45,box,267.14,390.15,2026-11-25,Aisle 08,frozen
Handcrafted Roasted Makhana Foxnuts 6-Pack,Pure Vedic Farms,SNAC-000449,890100786501,Snacks & Confectionery,233,bar,175.39,314.49,2027-04-28,Aisle 09,ambient
Royal Sea Salt Flavored Yogurt 24-Pack,Everest Milling,DAIR-000450,890100786502,Dairy & Eggs,158,bottle,387.41,629.39,2026-09-24,Aisle 03,chilled
Pure Sea Salt Penne Rigate Pasta 6-Pack,Ganga Harvest,PANT-000451,890100786503,Pantry & Dry Goods,60,bag,548.93,931.60,2027-02-14,Aisle 08,ambient
Whole-Grain Red Chilli & Garlic Bagel Plain 4pk 300g,FarmGold Plantations,BAKE-000452,890100786504,Bakery & Deli,133,box,118.50,218.48,2026-09-05,Aisle 03,ambient
Golden Alphonso Mango Mutton Chops 150ml,Deccan Botanicals,MEAT-000453,890100786505,Meat & Seafood,195,pack,633.34,1070.60,2026-08-31,Aisle 05,chilled
Valley Fresh Sweet Tamarind Goat Mince Premium 2kg,Ganga Botanicals,MEAT-000454,890100786506,Meat & Seafood,167,pack,342.73,543.59,2026-08-30,Aisle 04,chilled
Organic Liquid Laundry Detergent 200g,Deccan Springs,HOUS-000455,890100786507,Household & Personal Care,235,box,45.49,69.48,2027-12-25,Aisle 12,ambient
Cured Moong Dal Washed 1L,Deccan Milling,PANT-000456,890100786508,Pantry & Dry Goods,119,can,267.74,347.67,2026-08-28,Aisle 07,ambient
Aged Greek Yogurt 400g,Vedic Fresh Agro,DAIR-000457,890100786509,Dairy & Eggs,226,bottle,256.16,395.44,2026-09-09,Aisle 02,chilled
Cured Truffle Infused California Almonds 1.5L,Dabur Goods,SNAC-000458,890100786510,Snacks & Confectionery,162,box,184.64,328.40,2027-02-07,Aisle 09,ambient
Valley Fresh Smoked Paprika Paneer Paratha Frozen 6-Pack,Heritage Provisions,FROZ-000459,890100786511,Frozen Foods,17,pack,358.90,603.51,2027-01-23,Aisle 08,frozen
Grass-Fed Chatpata Masala Cheese Croissant 200g,Desi Organics Harvest,BAKE-000460,890100786512,Bakery & Deli,189,pack,49.75,85.33,2026-08-30,Aisle 04,ambient
Traditional Kachi Ghani Mustard Lentils Red Masoor 6-Pack,Nature Harvest Goods,PANT-000461,890100786513,Pantry & Dry Goods,37,can,617.29,1004.91,2028-01-10,Aisle 06,ambient
Royal Jalapeno Lime Oranges Nagpur 330ml,Everest Botanicals,FRES-000462,890100786514,Fresh Produce,9,kg,75.79,115.70,2026-08-16,Aisle 02,ambient
Artisan Masala Chai Flavored Yogurt 2-Pack,Dabur Mills,DAIR-000463,890100786515,Dairy & Eggs,38,bottle,238.32,365.46,2026-09-01,Aisle 03,chilled
Artisan Veg Spring Rolls 10-Pack,Tata Provisions,FROZ-000464,890100786516,Frozen Foods,145,packet,59.36,104.43,2027-05-19,Aisle 09,frozen
Organic Dark Chocolate Chicken Keema 400g,Satvik Organics,MEAT-000465,890100786517,Meat & Seafood,213,pcs,577.70,968.11,2026-08-29,Aisle 04,chilled
Grass-Fed Mint Lime Basa Fish Fillets Family Pack,FarmGold Botanicals,MEAT-000466,890100786518,Meat & Seafood,99,pack,170.70,285.35,2026-09-03,Aisle 04,chilled
Sun-Dried Chatpata Masala Wood-Fired Veggie Pizza 250g,Nature Harvest Farms,FROZ-000467,890100786519,Frozen Foods,245,tub,81.31,132.31,2027-07-29,Aisle 09,frozen
Crisp Cardamom Spiced Pomfret Whole 24-Pack,Desi Organics Provisions,MEAT-000468,890100786520,Meat & Seafood,37,kg,222.30,391.38,2026-08-29,Aisle 05,chilled
Homestyle Roma Tomatoes 500ml,Deccan Kitchens,FRES-000469,890100786521,Fresh Produce,216,pcs,64.95,102.46,2026-09-04,Aisle 02,ambient
Golden Moong Dal Washed 250ml,Desi Organics Harvest,PANT-000470,890100786522,Pantry & Dry Goods,187,can,303.82,534.16,2027-08-25,Aisle 06,ambient
Heritage Frozen Samosas 500g,SunBrite Milling,FROZ-000471,890100786523,Frozen Foods,79,bag,189.56,237.34,2026-10-29,Aisle 08,frozen
Pure Kesar Pista Boneless Chicken Breast Value Pack,Vedic Fresh Dairy,MEAT-000472,890100786524,Meat & Seafood,232,kg,768.87,1084.85,2026-09-03,Aisle 04,chilled
Aged Kachi Ghani Mustard Malai Kulfi Bar 100g,Desi Organics Dairy,FROZ-000473,890100786525,Frozen Foods,160,tub,364.22,488.07,2027-06-02,Aisle 09,frozen
Zero-Sugar Rose Infused Guavas 350g,FarmGold Milling,FRES-000474,890100786526,Fresh Produce,250,pack,48.51,62.63,2026-09-10,Aisle 02,chilled
Cold-Pressed Soy Milk Protein 1kg,Urban Roots Goods,DAIR-000475,890100786527,Dairy & Eggs,158,packet,101.48,132.94,2026-08-16,Aisle 02,chilled
Grass-Fed Matcha Green Tea Cinnamon Swirl Buns 4-Pack,Desi Organics Goods,BAKE-000476,890100786528,Bakery & Deli,35,box,75.69,121.21,2026-09-08,Aisle 03,ambient
Crisp Toasted Sesame Chicken Drumsticks 100g,Nilgiri Kitchens,MEAT-000477,890100786529,Meat & Seafood,213,pack,157.11,268.36,2026-08-30,Aisle 04,chilled
Signature Paneer Paratha Frozen 200ml,Nilgiri Plantations,FROZ-000478,890100786530,Frozen Foods,203,tub,118.61,189.15,2027-08-07,Aisle 09,frozen
Gluten-Free Veg Burger Patties 400g,Heritage Farms,FROZ-000479,890100786531,Frozen Foods,247,tub,198.49,346.84,2027-06-11,Aisle 08,frozen
Roasted Alphonso Mangoes 2L,Nature Harvest Provisions,FRES-000480,890100786532,Fresh Produce,137,pcs,52.82,77.97,2026-09-05,Aisle 02,chilled
Wildcrafted Cardamom Spiced Paneer Paratha Frozen 150g,Dabur Harvest,FROZ-000481,890100786533,Frozen Foods,217,bag,159.64,265.19,2027-04-19,Aisle 08,frozen
Traditional Himalayan Spring Water 8-Pack,Organic Tattva Foods,BEVE-000482,890100786534,Beverages,86,carton,443.49,802.85,2026-10-04,Aisle 06,ambient
Royal Cucumbers Snack Pack,Catch Dairy,FRES-000483,890100786535,Fresh Produce,92,pack,50.99,69.71,2026-09-09,Aisle 01,chilled
Traditional Sweet Corn Kernels 2kg,Vedic Fresh Springs,FROZ-000484,890100786536,Frozen Foods,168,packet,138.96,208.07,2027-01-10,Aisle 09,frozen
Desi Cauliflower 330ml,Royal Indian Springs,FRES-000485,890100786537,Fresh Produce,8,bunch,79.37,132.81,2026-08-29,Aisle 01,ambient
Gluten-Free Lemon Pepper Fabric Softener Floral 2kg,Nature Harvest Naturals,HOUS-000486,890100786538,Household & Personal Care,129,packet,72.06,94.83,2027-09-06,Aisle 11,ambient
Spiced Pista Almond Royal Basmati Rice 750g,Tata Plantations,PANT-000487,890100786539,Pantry & Dry Goods,89,bag,546.14,880.78,2026-08-30,Aisle 06,ambient
Premium Garlic & Herb Mutton Chops 200g,SunBrite Kitchens,MEAT-000488,890100786540,Meat & Seafood,227,pcs,167.03,210.96,2026-08-29,Aisle 04,chilled
Natural Desi Cow Ghee 2kg,Patanjali Farms,DAIR-000489,890100786541,Dairy & Eggs,144,pack,339.55,453.29,2026-09-02,Aisle 03,chilled
Rustic Chicken Drumsticks 5kg,Saffola Botanicals,MEAT-000490,890100786542,Meat & Seafood,159,pcs,440.64,759.59,2026-08-29,Aisle 05,chilled
Grass-Fed Toor Dal Premium 50g,Royal Indian Milling,PANT-000491,890100786543,Pantry & Dry Goods,103,bag,727.41,1257.58,2028-01-18,Aisle 06,ambient
Artisan Matcha Green Tea Paneer Block 330ml,Saffola Agro,DAIR-000492,890100786544,Dairy & Eggs,21,bottle,383.48,677.14,2026-09-08,Aisle 02,chilled
Cured Cinnamon Swirl Buns Snack Pack,Royal Indian Kitchens,BAKE-000493,890100786545,Bakery & Deli,177,pcs,132.00,167.48,2026-08-29,Aisle 03,ambient
Authentic Cheese Croissant 250ml,Pure Vedic Provisions,BAKE-000494,890100786546,Bakery & Deli,98,box,183.99,243.74,2026-09-09,Aisle 03,ambient
Extra-Virgin Pista Almond Extra Virgin Olive Oil Value Pack,Bhoomi Springs,PANT-000495,890100786547,Pantry & Dry Goods,38,jar,168.91,237.98,2027-08-24,Aisle 08,ambient
Pure Red Chilli & Garlic Lavash Crackers 330ml,Dabur Organics,BAKE-000496,890100786548,Bakery & Deli,5,pcs,126.33,197.57,2026-09-04,Aisle 03,chilled
Premium Bagel Plain 4pk 350g,Pashmina Botanicals,BAKE-000497,890100786549,Bakery & Deli,12,pack,292.31,461.14,2026-09-04,Aisle 04,chilled
Free-Range Garlic & Herb Malai Kulfi Bar 2kg,Himalayan Organics,FROZ-000498,890100786550,Frozen Foods,175,box,134.30,198.95,2027-03-19,Aisle 08,frozen
Crisp Pomfret Whole 750g,Urban Roots Mills,MEAT-000499,890100786551,Meat & Seafood,95,pcs,741.96,1113.64,2026-08-16,Aisle 04,chilled
Valley Fresh Smoked Paprika Liquid Laundry Detergent 330ml,Saffola Farms,HOUS-000500,890100786552,Household & Personal Care,219,tube,562.48,846.10,2027-02-25,Aisle 11,ambient
Pure Gulab Jamun Tin 12-Pack,Mother Dairy Mills,SNAC-000501,890100786553,Snacks & Confectionery,134,pack,385.95,536.48,2027-05-26,Aisle 09,ambient
Select Lemon Pepper Electrolyte Energy Drink 12-Pack,Pure Vedic Harvest,BEVE-000502,890100786554,Beverages,232,box,398.07,598.84,2026-12-09,Aisle 06,ambient
Free-Range Extra Virgin Olive Oil 2-Pack,Tata Kitchens,PANT-000503,890100786555,Pantry & Dry Goods,12,box,485.30,667.03,2027-07-19,Aisle 06,ambient
Extra-Virgin Ajwain & Jeera Frozen Green Peas Snack Pack,Desi Organics Springs,FROZ-000504,890100786556,Frozen Foods,133,tub,370.06,574.90,2026-12-19,Aisle 09,frozen
Aged Masala Chai Chicken Frankfurters 300g,Bhoomi Plantations,BAKE-000505,890100786557,Bakery & Deli,139,pcs,129.67,206.09,2026-09-08,Aisle 03,ambient
Whole-Grain Cow Milk 250g,Bhoomi Springs,DAIR-000506,890100786558,Dairy & Eggs,230,carton,336.85,588.24,2026-09-25,Aisle 03,chilled
Aged Goat Mince Premium Snack Pack,Green Earth Agro,MEAT-000507,890100786559,Meat & Seafood,234,kg,214.00,379.57,2026-09-02,Aisle 04,chilled
Cured Chatpata Masala Floor Disinfectant Pine 10kg,Satvik Milling,HOUS-000508,890100786560,Household & Personal Care,188,tube,423.11,677.63,2026-08-20,Aisle 11,ambient
Traditional Apple Cider Vinegar Drink 50g,Tata Naturals,BEVE-000509,890100786561,Beverages,93,bag,295.76,491.08,2026-12-07,Aisle 06,chilled
Cured Greek Yogurt 500ml,Nilgiri Foods,DAIR-000510,890100786562,Dairy & Eggs,80,box,471.61,599.88,2026-09-18,Aisle 02,chilled
Free-Range Mint Lime Apple Cider Vinegar Drink 300g,Saffola Dairy,BEVE-000511,890100786563,Beverages,46,bag,414.69,525.99,2027-01-04,Aisle 06,ambient
Gourmet Mint Lime Soan Papdi Box 10-Pack,Fortune Dairy,SNAC-000512,890100786564,Snacks & Confectionery,246,tub,334.24,445.63,2027-04-12,Aisle 10,ambient
Aged Truffle Infused Basa Fish Fillets Value Pack,Deccan Harvest,MEAT-000513,890100786565,Meat & Seafood,203,kg,843.60,1107.04,2026-09-01,Aisle 05,chilled
Valley Fresh Fish Fingers Frozen 10kg,Vedic Fresh Provisions,FROZ-000514,890100786566,Frozen Foods,182,pack,55.29,93.91,2026-12-11,Aisle 09,frozen
Valley Fresh Boneless Chicken Breast 50g,Nilgiri Springs,MEAT-000515,890100786567,Meat & Seafood,48,kg,394.49,665.81,2026-08-29,Aisle 05,chilled
Sweet Cardamom Spiced Sona Masoori Rice Value Pack,Fortune Foods,PANT-000516,890100786568,Pantry & Dry Goods,83,jar,693.63,997.30,2027-05-07,Aisle 08,ambient
Stone-Ground Sweet Tamarind Cinnamon Swirl Buns 2-Pack,Himalayan Agro,BAKE-000517,890100786569,Bakery & Deli,9,pcs,91.82,118.20,2026-08-29,Aisle 04,ambient
Homestyle Cardamom Spiced Masala CTC Tea 750g,Saffola Goods,BEVE-000518,890100786570,Beverages,81,bottle,245.69,390.63,2026-09-16,Aisle 06,ambient
Homestyle Smoked Paprika Bagel Plain 4pk Value Pack,Dabur Dairy,BAKE-000519,890100786571,Bakery & Deli,243,pcs,50.66,75.05,2026-09-09,Aisle 03,chilled
Sun-Dried Sweet Tamarind Guavas 24-Pack,Heritage Agro,FRES-000520,890100786572,Fresh Produce,89,pcs,158.94,271.66,2026-09-14,Aisle 02,chilled
Homestyle Jalapeno Lime Jeera Masala Soda 500g,Pashmina Milling,BEVE-000521,890100786573,Beverages,187,bottle,263.53,363.63,2026-10-04,Aisle 06,chilled
Wildcrafted Garlic & Herb Organic Brown Sugar 200ml,Saffola Foods,PANT-000522,890100786574,Pantry & Dry Goods,75,bag,267.44,360.36,2026-08-28,Aisle 07,ambient
Gourmet Palak Leaves 6-Pack,Patanjali Foods,FRES-000523,890100786575,Fresh Produce,62,bag,76.42,140.69,2026-09-11,Aisle 01,chilled
Gluten-Free Organic Sharbati Atta Value Pack,SunBrite Farms,PANT-000524,890100786576,Pantry & Dry Goods,226,box,699.32,1111.11,2026-08-30,Aisle 07,ambient
Zero-Sugar Sweet Potatoes 2-Pack,Dabur Harvest,FRES-000525,890100786577,Fresh Produce,227,kg,28.67,40.77,2026-08-29,Aisle 02,chilled
Extra-Virgin Chicken Drumsticks 10kg,SunBrite Co.,MEAT-000526,890100786578,Meat & Seafood,174,pack,694.36,1220.21,2026-09-03,Aisle 04,chilled
Roasted Jalapeno Lime Chicken Salami 4-Pack,FarmGold Kitchens,BAKE-000527,890100786579,Bakery & Deli,173,box,263.59,425.66,2026-08-28,Aisle 03,chilled
Zero-Sugar Ajwain & Jeera Basa Fish Fillets 150ml,SunBrite Organics,MEAT-000528,890100786580,Meat & Seafood,117,pcs,819.86,1096.22,2026-08-29,Aisle 04,chilled
Traditional Red Chilli & Garlic Jeera Masala Soda 1L,Royal Indian Organics,BEVE-000529,890100786581,Beverages,63,carton,110.25,159.54,2026-10-09,Aisle 06,ambient
Authentic Tonic Water Premium 500ml,Mother Dairy Botanicals,BEVE-000530,890100786582,Beverages,113,bag,384.70,642.94,2026-09-23,Aisle 06,chilled
Signature Mint Lime Shampoo Anti-Dandruff 5kg,Desi Organics Mills,HOUS-000531,890100786583,Household & Personal Care,34,box,481.58,683.09,2027-12-17,Aisle 11,ambient
Aged Bath Tissue 6-Pack 6-Pack,Heritage Provisions,HOUS-000532,890100786584,Household & Personal Care,230,bottle,592.95,876.06,2027-11-15,Aisle 11,ambient
Signature Alphonso Mangoes 250ml,Everest Provisions,FRES-000533,890100786585,Fresh Produce,128,kg,22.04,32.58,2026-09-11,Aisle 01,ambient
Aged Desi Cow Ghee 4-Pack,Everest Co.,DAIR-000534,890100786586,Dairy & Eggs,124,bottle,37.92,66.79,2026-09-10,Aisle 03,chilled
Organic Alphonso Mango Palak Leaves 4-Pack,Saffola Springs,FRES-000535,890100786587,Fresh Produce,199,bag,134.07,194.29,2026-09-06,Aisle 01,chilled
Royal Pista Almond Dry Fruits Trail Mix 150ml,Nature Harvest Provisions,SNAC-000536,890100786588,Snacks & Confectionery,177,bag,208.14,325.31,2027-04-02,Aisle 09,ambient
Traditional Chamomile Herbal Tea 330ml,Everest Harvest,BEVE-000537,890100786589,Beverages,230,can,42.64,60.99,2026-09-30,Aisle 05,ambient
Stone-Ground Roasted Makhana Foxnuts Value Pack,Mother Dairy Botanicals,SNAC-000538,890100786590,Snacks & Confectionery,92,bar,133.15,214.44,2027-04-07,Aisle 09,ambient
Natural Mustard Oil Kachi Ghani Snack Pack,Everest Goods,PANT-000539,890100786591,Pantry & Dry Goods,193,can,377.70,690.95,2028-07-13,Aisle 07,ambient
Low-Sodium Chicken Sausages 750g,Organic Tattva Organics,MEAT-000540,890100786592,Meat & Seafood,55,kg,702.59,955.60,2026-08-31,Aisle 04,chilled
Royal Mint Lime Tender Coconut Water 100g,Tata Dairy,BEVE-000541,890100786593,Beverages,92,can,89.24,131.14,2027-02-26,Aisle 05,ambient
Wildcrafted Heavy Cream 1L,Everest Botanicals,DAIR-000542,890100786594,Dairy & Eggs,63,bottle,157.02,287.04,2026-09-11,Aisle 03,chilled
Whole-Grain Cold-Pressed Groundnut Oil 2-Pack,Bhoomi Milling,PANT-000543,890100786595,Pantry & Dry Goods,62,can,193.46,278.07,2027-03-24,Aisle 06,ambient
Zero-Sugar Red Chilli & Garlic Sweet Corn Kernels 250ml,Organic Tattva Foods,FROZ-000544,890100786596,Frozen Foods,15,pack,207.84,337.54,2027-06-22,Aisle 08,frozen
Smoked Vanilla Bean Smoked Chicken Slices 10-Pack,Saffola Plantations,BAKE-000545,890100786597,Bakery & Deli,215,box,80.84,131.71,2026-08-29,Aisle 04,ambient
Handcrafted Kesar Pista Sourdough Loaf 50g,Amul Foods,BAKE-000546,890100786598,Bakery & Deli,122,pcs,234.58,328.86,2026-09-09,Aisle 03,ambient
Heritage French Fries Crispy 150ml,Satvik Milling,FROZ-000547,890100786599,Frozen Foods,72,packet,174.89,287.51,2027-01-10,Aisle 09,frozen
Aged Floor Disinfectant Pine 200ml,Everest Kitchens,HOUS-000548,890100786600,Household & Personal Care,75,packet,390.39,686.68,2027-04-08,Aisle 12,ambient
Roasted Masala Chai Double Toned Milk 350g,Green Earth Harvest,DAIR-000549,890100786601,Dairy & Eggs,179,tub,99.43,150.24,2026-09-09,Aisle 02,chilled
Gourmet Soy Milk Protein 2L,Organic Tattva Goods,DAIR-000550,890100786602,Dairy & Eggs,12,tub,413.10,575.62,2026-09-07,Aisle 03,chilled
Handcrafted Coconut Cream Feta Cheese 250g,Royal Indian Naturals,DAIR-000551,890100786603,Dairy & Eggs,45,bottle,169.56,301.91,2026-09-21,Aisle 03,chilled
Roasted Watermelon 400g,Patanjali Springs,FRES-000552,890100786604,Fresh Produce,218,pcs,140.01,195.54,2026-09-16,Aisle 01,chilled
Extra-Virgin Pomfret Whole 4-Pack,Nature Harvest Springs,MEAT-000553,890100786605,Meat & Seafood,107,pcs,407.68,573.15,2026-08-27,Aisle 04,chilled
Desi Papayas 750g,Desi Organics Goods,FRES-000554,890100786606,Fresh Produce,200,bunch,97.74,144.75,2026-08-30,Aisle 02,ambient
Rustic Frozen Samosas 5kg,Green Earth Plantations,FROZ-000555,890100786607,Frozen Foods,42,packet,91.69,132.11,2026-12-20,Aisle 08,frozen
Farm-Fresh Sweet Tamarind Kaju Katli Sweet Box 1kg,Heritage Plantations,SNAC-000556,890100786608,Snacks & Confectionery,115,bar,106.27,178.83,2027-05-03,Aisle 09,ambient
Homestyle Ajwain & Jeera Organic Sharbati Atta 8-Pack,Bhoomi Plantations,PANT-000557,890100786609,Pantry & Dry Goods,59,box,95.05,171.31,2027-01-27,Aisle 06,ambient
Raw Tandoori Smoked Roasted Salted Cashews Value Pack,Green Earth Foods,SNAC-000558,890100786610,Snacks & Confectionery,98,packet,295.73,439.80,2026-08-29,Aisle 09,ambient
Homestyle Golden Ginger Parmigiano-Reggiano 330ml,Everest Naturals,DAIR-000559,890100786611,Dairy & Eggs,129,pack,277.15,441.50,2026-09-04,Aisle 03,chilled
Stone-Ground Diet Mixture Namkeen Family Pack,Desi Organics Foods,SNAC-000560,890100786612,Snacks & Confectionery,224,pack,270.67,467.15,2026-11-07,Aisle 09,ambient
Crisp Kachi Ghani Mustard Fresh Rohu Fish 2kg,Kaveri Agro,MEAT-000561,890100786613,Meat & Seafood,86,kg,266.77,435.63,2026-09-02,Aisle 05,chilled
Cured Apple Cider Vinegar Drink Family Pack,Amul Springs,BEVE-000562,890100786614,Beverages,32,bottle,111.86,202.95,2026-12-03,Aisle 06,ambient
Sweet Soy Milk Protein 250ml,FarmGold Provisions,DAIR-000563,890100786615,Dairy & Eggs,27,pack,475.26,784.21,2026-09-17,Aisle 03,chilled
Extra-Virgin Bagel Plain 4pk 250g,Satvik Milling,BAKE-000564,890100786616,Bakery & Deli,183,box,98.90,132.03,2026-09-10,Aisle 03,ambient
Zero-Sugar Kachi Ghani Mustard Guavas 6-Pack,Heritage Agro,FRES-000565,890100786617,Fresh Produce,122,pcs,131.94,227.29,2026-09-12,Aisle 01,chilled
Country Style Guava Chilli Juice 50g,Nilgiri Milling,BEVE-000566,890100786618,Beverages,97,can,379.34,525.80,2027-03-03,Aisle 06,chilled
Farm-Fresh Raw Wildflower Honey 250g,Amul Foods,PANT-000567,890100786619,Pantry & Dry Goods,181,box,550.08,974.18,2028-07-10,Aisle 07,ambient
Heritage Baby Spinach 5kg,Satvik Plantations,FRES-000568,890100786620,Fresh Produce,187,bunch,135.78,225.46,2026-09-11,Aisle 02,chilled
Traditional Kashmiri Saffron Stainless Steel Scrubber 3pk 750g,Nilgiri Goods,HOUS-000569,890100786621,Household & Personal Care,129,box,129.11,173.59,2029-01-03,Aisle 11,ambient
Homestyle Guava Chilli Juice 2kg,Organic Tattva Goods,BEVE-000570,890100786622,Beverages,95,bottle,431.08,776.38,2027-05-08,Aisle 05,chilled
Royal Sourdough Loaf 8-Pack,FarmGold Farms,BAKE-000571,890100786623,Bakery & Deli,6,pcs,187.90,310.99,2026-09-03,Aisle 04,chilled
Authentic Nagpur Orange Yukon Gold Potatoes 10-Pack,Vedic Fresh Organics,FRES-000572,890100786624,Fresh Produce,16,pcs,75.99,134.48,2026-08-19,Aisle 02,ambient
Desi Masala Chai Gouda Block 150g,Saffola Foods,DAIR-000573,890100786625,Dairy & Eggs,244,carton,447.95,685.99,2026-08-30,Aisle 03,chilled
Gluten-Free Brioche Burger Buns 24-Pack,Bhoomi Dairy,BAKE-000574,890100786626,Bakery & Deli,95,pcs,190.13,326.74,2026-08-29,Aisle 03,chilled
Gourmet Dry Fruits Trail Mix 2kg,Himalayan Dairy,SNAC-000575,890100786627,Snacks & Confectionery,231,pack,506.49,836.52,2027-05-12,Aisle 09,ambient
Raw Fresh Mint (Pudina) Family Pack,Heritage Provisions,FRES-000576,890100786628,Fresh Produce,44,kg,128.83,209.08,2026-09-09,Aisle 02,chilled
Premium Caramelized Onion Surface Floor Cleaner Rose 10-Pack,Bhoomi Farms,HOUS-000577,890100786629,Household & Personal Care,65,box,216.72,360.55,2027-07-20,Aisle 11,ambient
Raw Fresh Mint (Pudina) 100g,Heritage Goods,FRES-000578,890100786630,Fresh Produce,18,pcs,49.75,82.92,2026-08-31,Aisle 01,ambient
Homestyle Cinnamon Spice Chicken Keema 2kg,Himalayan Kitchens,MEAT-000579,890100786631,Meat & Seafood,192,kg,369.55,584.57,2026-08-30,Aisle 04,chilled
Heritage Kesar Pista Sweet Corn Kernels 12-Pack,Pashmina Agro,FROZ-000580,890100786632,Frozen Foods,190,tub,250.61,398.19,2027-03-16,Aisle 08,frozen
Plant-Based Pomfret Whole 750ml,Catch Naturals,MEAT-000581,890100786633,Meat & Seafood,171,pcs,455.68,751.39,2026-09-01,Aisle 05,chilled
Plant-Based Kesar Pista Hash Browns 6pk 10-Pack,Everest Provisions,FROZ-000582,890100786634,Frozen Foods,185,bag,197.78,278.12,2027-03-30,Aisle 08,frozen
Whole-Grain Smoked Paprika Iced Lemon Tea 200g,Desi Organics Milling,BEVE-000583,890100786635,Beverages,153,bottle,432.72,705.72,2027-06-17,Aisle 05,chilled
Pure Kachi Ghani Mustard Frozen Veg Momos 24-Pack,Desi Organics Mills,FROZ-000584,890100786636,Frozen Foods,105,bag,203.38,363.14,2027-03-29,Aisle 09,frozen
Roasted Kashmiri Saffron Boneless Chicken Breast 8-Pack,Kaveri Provisions,MEAT-000585,890100786637,Meat & Seafood,168,pcs,302.50,440.59,2026-09-02,Aisle 05,chilled
Roasted Chamomile Herbal Tea 24-Pack,Urban Roots Botanicals,BEVE-000586,890100786638,Beverages,46,bottle,105.07,140.24,2027-06-29,Aisle 05,chilled
Signature Lemon Pepper Basa Fish Fillets 500g,Himalayan Harvest,MEAT-000587,890100786639,Meat & Seafood,33,pcs,874.38,1266.19,2026-08-30,Aisle 05,chilled
Select Goat Mince Premium 150g,Saffola Plantations,MEAT-000588,890100786640,Meat & Seafood,43,pack,477.68,803.80,2026-08-29,Aisle 05,chilled
Low-Sodium Coconut Milk Canned 750g,Dabur Provisions,PANT-000589,890100786641,Pantry & Dry Goods,187,jar,229.81,295.42,2028-06-11,Aisle 08,ambient
Authentic Roma Tomatoes 400g,Organic Tattva Agro,FRES-000590,890100786642,Fresh Produce,204,kg,56.69,86.39,2026-08-29,Aisle 02,chilled
Extra-Virgin Apple Cider Vinegar Drink Family Pack,Nilgiri Naturals,BEVE-000591,890100786643,Beverages,94,carton,31.91,53.85,2027-07-15,Aisle 06,chilled
Sun-Dried Cold Pressed Orange Juice 5L,Green Earth Provisions,BEVE-000592,890100786644,Beverages,6,box,66.05,117.31,2026-12-07,Aisle 05,chilled
Valley Fresh Gourmet Cookies Choco-Chip 1L,Nilgiri Co.,SNAC-000593,890100786645,Snacks & Confectionery,164,bar,196.88,291.63,2026-10-29,Aisle 10,ambient
Plant-Based Matcha Green Tea Granola Health Bars 150g,SunBrite Mills,SNAC-000594,890100786646,Snacks & Confectionery,69,pack,217.17,397.97,2026-12-18,Aisle 10,ambient
Sun-Dried Red Chilli & Garlic Frozen Paneer Cubes 2L,SunBrite Goods,FROZ-000595,890100786647,Frozen Foods,109,tub,93.87,146.72,2027-08-21,Aisle 09,frozen
Cured Nagpur Orange Mutton Curry Cut 250ml,Everest Dairy,MEAT-000596,890100786648,Meat & Seafood,11,kg,259.09,423.79,2026-09-02,Aisle 05,chilled
Spiced Diet Mixture Namkeen 8-Pack,Organic Tattva Foods,SNAC-000597,890100786649,Snacks & Confectionery,238,packet,38.13,62.13,2026-10-29,Aisle 10,ambient
Spiced Guava Chilli Juice 5L,Dabur Plantations,BEVE-000598,890100786650,Beverages,220,box,129.92,190.29,2027-03-12,Aisle 06,ambient
Country Style Truffle Infused Boneless Chicken Breast 2L,Bhoomi Botanicals,MEAT-000599,890100786651,Meat & Seafood,9,kg,785.31,1225.57,2026-09-02,Aisle 05,chilled
Smoked Bath Tissue 6-Pack 300g,Satvik Springs,HOUS-000600,890100786652,Household & Personal Care,82,packet,189.71,329.06,2028-12-26,Aisle 11,ambient
